                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    161,                0.41462,                0.29011,                0.88247,                0.97856,                0.97959,                0.98952,                0.92404,                0.42564,                0.29741,                 0.8785,               0.000944,               0.000944,               0.000944
                    162,                0.41568,                0.29174,                0.86663,                 0.9889,                0.97959,                0.99042,                0.91965,                0.43164,                0.28629,                 0.8742,              0.0009374,              0.0009374,              0.0009374
                    163,                0.41594,                 0.2957,                0.87871,                 0.9994,                0.97959,                0.98998,                0.90766,                0.46247,                0.28534,                0.89683,              0.0009308,              0.0009308,              0.0009308
                    164,                 0.4282,                0.29171,                0.86837,                0.99416,                0.94898,                0.98658,                0.89293,                0.44868,                0.30124,                0.88448,              0.0009242,              0.0009242,              0.0009242
                    165,                0.43338,                0.29893,                0.88277,                      1,                0.95434,                0.98719,                0.90716,                0.42886,                0.27934,                0.88555,              0.0009176,              0.0009176,              0.0009176
                    166,                0.39599,                0.27302,                0.86925,                0.99823,                0.97959,                0.99132,                0.92417,                0.43397,                 0.2766,                0.88088,               0.000911,               0.000911,               0.000911
                    167,                0.38914,                0.27242,                 0.8612,                      1,                0.97679,                0.99108,                0.91551,                0.43447,                0.27369,                0.87938,              0.0009044,              0.0009044,              0.0009044
                    168,                0.40384,                0.28655,                0.87018,                      1,                0.94612,                0.98883,                0.90947,                0.44257,                0.30583,                0.88966,              0.0008978,              0.0008978,              0.0008978
                    169,                0.39537,                0.27668,                0.86028,                0.99126,                0.94898,                0.98693,                0.91755,                 0.4287,                0.31963,                0.88214,              0.0008912,              0.0008912,              0.0008912
                    170,                0.42169,                0.28417,                0.88246,                0.98481,                0.96939,                0.98761,                0.91983,                0.43096,                0.32093,                0.88353,              0.0008846,              0.0008846,              0.0008846
                    171,                0.40745,                0.27663,                0.88051,                 0.9884,                0.96939,                0.98806,                0.91153,                0.43488,                0.31364,                0.89019,               0.000878,               0.000878,               0.000878
                    172,                0.40806,                0.27767,                0.87328,                0.98946,                0.95754,                0.98928,                0.91352,                0.43413,                0.28621,                 0.8839,              0.0008714,              0.0008714,              0.0008714
                    173,                0.40546,                0.27929,                0.88482,                 0.9767,                0.97959,                0.98921,                0.91088,                0.42704,                0.28785,                0.88074,              0.0008648,              0.0008648,              0.0008648
                    174,                0.40384,                0.28627,                 0.8797,                0.98978,                0.98796,                0.99036,                0.91367,                0.43243,                0.28344,                0.87497,              0.0008582,              0.0008582,              0.0008582
                    175,                0.40077,                0.27487,                0.84543,                0.97954,                0.97729,                0.98891,                0.91165,                0.44101,                0.28579,                0.88239,              0.0008516,              0.0008516,              0.0008516
                    176,                0.41691,                0.28518,                0.87596,                0.97668,                 0.9898,                0.98952,                0.92094,                0.42731,                0.28061,                 0.8901,               0.000845,               0.000845,               0.000845
                    177,                0.38574,                0.28108,                0.87315,                0.96929,                 0.9898,                0.98843,                0.90826,                0.44691,                0.30501,                0.88687,              0.0008384,              0.0008384,              0.0008384
                    178,                0.40383,                0.28352,                0.87508,                0.97827,                 0.9898,                0.98988,                0.91062,                0.42178,                0.29595,                0.87433,              0.0008318,              0.0008318,              0.0008318
                    179,                0.38858,                0.27619,                0.85965,                0.95925,                 0.9898,                0.98938,                0.91897,                 0.4234,                0.29375,                0.87816,              0.0008252,              0.0008252,              0.0008252
                    180,                0.39532,                0.28753,                  0.868,                0.96899,                 0.9898,                0.98919,                0.91816,                 0.4133,                0.28396,                0.87303,              0.0008186,              0.0008186,              0.0008186
                    181,                0.42328,                 0.2989,                0.87417,                0.96843,                 0.9898,                 0.9872,                0.92256,                0.41264,                0.29305,                0.87395,               0.000812,               0.000812,               0.000812
                    182,                0.39697,                0.28411,                0.87183,                0.98288,                0.97959,                0.98889,                0.91391,                0.43692,                0.29079,                0.89176,              0.0008054,              0.0008054,              0.0008054
                    183,                0.38341,                0.27491,                0.86731,                0.98135,                0.97959,                0.99032,                 0.9156,                0.44341,                0.29738,                0.88523,              0.0007988,              0.0007988,              0.0007988
                    184,                0.39412,                0.27201,                0.85462,                0.97965,                0.98233,                0.99101,                0.92957,                0.41265,                0.27825,                0.87405,              0.0007922,              0.0007922,              0.0007922
                    185,                 0.4106,                0.28649,                0.87844,                0.96955,                 0.9898,                0.98954,                0.91444,                0.45061,                0.29269,                0.88389,              0.0007856,              0.0007856,              0.0007856
                    186,                 0.3982,                0.27925,                0.87305,                 0.9681,                0.97959,                0.98828,                0.91902,                0.41984,                0.28685,                0.87847,               0.000779,               0.000779,               0.000779
                    187,                0.40181,                0.27782,                0.86845,                0.97954,                0.97692,                0.98814,                0.91705,                0.44003,                0.28697,                0.88298,              0.0007724,              0.0007724,              0.0007724
                    188,                0.40146,                0.29569,                 0.8714,                0.96036,                0.98885,                0.99004,                0.92731,                0.41548,                0.27745,                0.87443,              0.0007658,              0.0007658,              0.0007658
                    189,                0.36809,                 0.2552,                0.84485,                0.97624,                 0.9898,                0.99032,                0.92669,                0.40084,                0.27177,                0.86805,              0.0007592,              0.0007592,              0.0007592
                    190,                0.38926,                0.27128,                0.86774,                0.97472,                 0.9898,                0.99134,                0.92759,                0.41317,                0.27566,                0.86751,              0.0007526,              0.0007526,              0.0007526
                    191,                0.38854,                0.28001,                0.85723,                      1,                0.97955,                0.99169,                0.92155,                0.43086,                0.28475,                0.88454,               0.000746,               0.000746,               0.000746
                    192,                0.38216,                0.27508,                0.86557,                0.98969,                0.97923,                0.99214,                0.92804,                0.41274,                0.27438,                0.86881,              0.0007394,              0.0007394,              0.0007394
                    193,                 0.3852,                0.26504,                0.86767,                0.96783,                 0.9898,                0.99261,                 0.9327,                0.41227,                0.26594,                0.86763,              0.0007328,              0.0007328,              0.0007328
                    194,                0.37273,                0.27423,                0.85441,                0.96986,                0.98495,                0.99249,                0.91752,                0.41663,                0.27237,                0.86963,              0.0007262,              0.0007262,              0.0007262
                    195,                0.37189,                0.26819,                0.85112,                      1,                0.95614,                0.99054,                0.91297,                0.40828,                0.28407,                0.86664,              0.0007196,              0.0007196,              0.0007196
                    196,                0.38617,                0.26414,                0.87704,                 0.9792,                0.96066,                0.98981,                0.92258,                 0.4177,                0.27816,                0.87323,               0.000713,               0.000713,               0.000713
                    197,                0.37748,                0.26369,                 0.8664,                0.98643,                0.96939,                0.98991,                0.92146,                0.40856,                0.27923,                0.87195,              0.0007064,              0.0007064,              0.0007064
                    198,                0.35469,                0.26029,                 0.8547,                0.97931,                0.96939,                0.98889,                0.92001,                0.41109,                0.29574,                0.87649,              0.0006998,              0.0006998,              0.0006998
                    199,                0.37848,                0.25466,                0.85643,                0.96964,                 0.9778,                0.98806,                 0.9115,                0.42054,                0.29409,                0.87864,              0.0006932,              0.0006932,              0.0006932
                    200,                0.36492,                0.25757,                0.85482,                 0.9795,                0.97959,                0.99012,                 0.9248,                0.42248,                0.27661,                0.88196,              0.0006866,              0.0006866,              0.0006866
                    201,                0.38015,                0.25788,                0.85801,                0.97876,                0.97959,                0.99001,                0.91681,                0.40702,                0.26551,                0.87615,                0.00068,                0.00068,                0.00068
                    202,                0.37247,                0.26509,                0.87877,                0.98965,                0.97535,                0.98938,                0.91249,                0.42863,                0.27164,                0.87939,              0.0006734,              0.0006734,              0.0006734
                    203,                0.37069,                0.27672,                0.86138,                0.99461,                0.95918,                0.98984,                0.92061,                0.42901,                0.27907,                0.87902,              0.0006668,              0.0006668,              0.0006668
                    204,                0.35996,                0.25513,                0.84921,                0.96028,                0.98689,                0.98899,                0.92204,                0.41799,                0.27749,                0.87294,              0.0006602,              0.0006602,              0.0006602
                    205,                0.34621,                 0.2465,                0.85017,                0.96967,                0.97861,                0.99024,                0.92882,                 0.4009,                0.28412,                0.86311,              0.0006536,              0.0006536,              0.0006536
                    206,                0.35727,                0.24523,                0.84086,                0.96893,                0.96939,                0.99067,                0.92607,                0.40417,                0.28325,                0.86824,               0.000647,               0.000647,               0.000647
                    207,                0.36137,                0.27039,                0.86529,                0.95998,                0.97898,                0.98997,                0.91846,                0.40564,                0.28652,                0.86868,              0.0006404,              0.0006404,              0.0006404
                    208,                0.36285,                0.25615,                0.83787,                0.95831,                 0.9898,                0.98589,                0.90753,                0.40553,                0.27115,                0.86846,              0.0006338,              0.0006338,              0.0006338
                    209,                0.35956,                0.25504,                0.85465,                0.97147,                0.96939,                0.98842,                0.91671,                0.41299,                 0.2685,                0.86989,              0.0006272,              0.0006272,              0.0006272
                    210,                0.35033,                0.25169,                0.84673,                0.97625,                0.96939,                0.99007,                0.91942,                0.40717,                0.27643,                0.87354,              0.0006206,              0.0006206,              0.0006206
                    211,                   0.35,                0.25403,                0.85061,                0.97769,                0.96939,                0.99074,                0.92427,                0.41479,                0.27132,                0.86951,               0.000614,               0.000614,               0.000614
                    212,                0.37055,                0.26441,                0.87212,                0.96957,                0.97555,                0.98903,                0.92255,                0.41339,                0.28465,                0.87422,              0.0006074,              0.0006074,              0.0006074
                    213,                0.36033,                0.26333,                 0.8592,                 0.9683,                 0.9898,                0.98941,                0.92517,                 0.4045,                0.27927,                0.86621,              0.0006008,              0.0006008,              0.0006008
                    214,                0.32889,                0.24353,                0.85484,                0.97976,                0.98798,                0.98949,                0.92152,                0.40705,                0.28077,                0.86811,              0.0005942,              0.0005942,              0.0005942
                    215,                0.35216,                0.24475,                0.84211,                0.96965,                0.97817,                0.98933,                0.92189,                0.38577,                0.29262,                0.86708,              0.0005876,              0.0005876,              0.0005876
                    216,                0.33837,                0.24389,                0.84663,                 0.9696,                0.97632,                0.98932,                 0.9401,                0.38103,                0.29924,                 0.8653,               0.000581,               0.000581,               0.000581
                    217,                0.35594,                 0.2472,                0.84712,                0.97935,                0.96796,                0.98953,                0.92361,                0.40151,                0.27409,                0.86625,              0.0005744,              0.0005744,              0.0005744
                    218,                0.35593,                0.24344,                0.84802,                0.98256,                0.96939,                0.98995,                0.93718,                0.38218,                0.26074,                0.86855,              0.0005678,              0.0005678,              0.0005678
                    219,                0.35793,                0.24556,                0.83463,                 0.9597,                 0.9898,                0.99053,                0.93892,                0.37604,                0.26164,                0.86452,              0.0005612,              0.0005612,              0.0005612
                    220,                0.36456,                0.25441,                0.84787,                0.98764,                0.95918,                0.98981,                 0.9318,                0.40359,                0.26486,                0.87257,              0.0005546,              0.0005546,              0.0005546
                    221,                0.34475,                 0.2421,                0.85205,                0.98967,                0.97769,                 0.9901,                0.93089,                0.41052,                0.26484,                0.87161,               0.000548,               0.000548,               0.000548
                    222,                0.34423,                 0.2386,                0.85074,                0.97939,                0.96998,                0.99022,                0.93158,                0.40143,                0.25658,                 0.8666,              0.0005414,              0.0005414,              0.0005414
                    223,                0.34303,                0.24203,                0.85184,                0.98845,                0.96939,                0.99043,                0.93334,                 0.3925,                0.26035,                0.86417,              0.0005348,              0.0005348,              0.0005348
                    224,                0.32855,                0.23109,                0.83152,                0.95921,                 0.9898,                0.99026,                0.93008,                0.39052,                0.25325,                0.86198,              0.0005282,              0.0005282,              0.0005282
                    225,                 0.3386,                0.23633,                0.84713,                0.96993,                 0.9876,                0.99049,                0.92863,                0.40229,                0.25345,                0.86193,              0.0005216,              0.0005216,              0.0005216
                    226,                0.34508,                0.24569,                0.85951,                0.99316,                0.97959,                0.99155,                0.94239,                0.38264,                0.25176,                 0.8574,               0.000515,               0.000515,               0.000515
                    227,                0.35059,                0.25721,                0.85597,                0.99602,                0.97959,                0.99196,                0.93591,                0.38936,                0.25393,                0.86034,              0.0005084,              0.0005084,              0.0005084
                    228,                0.34232,                   0.26,                0.86244,                0.98685,                0.97959,                 0.9917,                0.93694,                0.40144,                0.26254,                0.87647,              0.0005018,              0.0005018,              0.0005018
                    229,                0.37009,                0.26503,                0.85963,                0.96034,                0.98848,                0.99089,                0.93269,                0.40476,                0.26033,                0.87254,              0.0004952,              0.0004952,              0.0004952
                    230,                0.32741,                0.24015,                0.84865,                0.98956,                0.96733,                0.99069,                0.93179,                0.41433,                0.26262,                0.86811,              0.0004886,              0.0004886,              0.0004886
                    231,                0.30797,                0.21803,                0.83549,                0.95611,                0.97959,                0.98932,                0.93152,                0.38827,                0.25826,                0.86306,               0.000482,               0.000482,               0.000482
                    232,                0.31601,                0.22055,                0.82418,                0.95071,                 0.9841,                0.98951,                0.93091,                0.39437,                 0.2682,                0.86655,              0.0004754,              0.0004754,              0.0004754
                    233,                0.32299,                0.23239,                0.86177,                0.96329,                0.97959,                0.99043,                0.92902,                0.40901,                0.25507,                0.87278,              0.0004688,              0.0004688,              0.0004688
                    234,                0.32609,                0.23871,                0.84852,                0.95947,                 0.9898,                0.99097,                0.94115,                0.38882,                0.25393,                0.86921,              0.0004622,              0.0004622,              0.0004622
                    235,                0.33514,                0.24207,                0.85721,                0.96955,                0.97487,                0.99108,                0.93405,                0.39192,                0.27026,                 0.8665,              0.0004556,              0.0004556,              0.0004556
                    236,                0.33204,                0.22976,                0.83475,                0.95998,                0.97903,                0.98978,                0.92872,                 0.3819,                0.26164,                 0.8605,               0.000449,               0.000449,               0.000449
                    237,                0.32755,                0.23913,                0.83599,                0.96726,                0.96939,                0.99009,                0.93417,                0.38491,                0.26833,                0.85689,              0.0004424,              0.0004424,              0.0004424
                    238,                0.32817,                0.23357,                0.84744,                0.96801,                0.96939,                0.99014,                0.93101,                0.38777,                0.27055,                0.85411,              0.0004358,              0.0004358,              0.0004358
                    239,                0.31184,                0.23395,                 0.8379,                0.96781,                0.96939,                 0.9896,                0.92283,                 0.3889,                0.26037,                0.85545,              0.0004292,              0.0004292,              0.0004292
                    240,                0.31941,                0.21914,                0.83448,                0.96871,                0.96939,                0.99007,                0.93242,                0.39467,                0.25633,                0.86338,              0.0004226,              0.0004226,              0.0004226
                    241,                0.32727,                0.23097,                0.83758,                0.97913,                0.95767,                0.99086,                0.92804,                0.39416,                0.26134,                0.86191,               0.000416,               0.000416,               0.000416
                    242,                 0.3285,                0.24636,                0.85651,                0.95089,                0.98795,                0.98902,                0.92959,                0.39068,                0.25674,                0.86408,              0.0004094,              0.0004094,              0.0004094
                    243,                0.32491,                0.22985,                0.84587,                0.96642,                0.97959,                0.98941,                0.92541,                0.39718,                0.25925,                0.87116,              0.0004028,              0.0004028,              0.0004028
                    244,                  0.329,                0.23051,                0.84896,                0.96731,                0.97959,                0.98905,                0.93074,                0.40154,                0.25741,                0.86774,              0.0003962,              0.0003962,              0.0003962
                    245,                0.31742,                0.22321,                0.83424,                0.96032,                0.98778,                0.98966,                0.92172,                0.40873,                0.26758,                0.86955,              0.0003896,              0.0003896,              0.0003896
                    246,                0.31923,                0.23492,                0.83459,                0.96958,                0.97959,                0.98959,                0.93719,                0.38226,                0.26213,                0.86187,               0.000383,               0.000383,               0.000383
                    247,                0.31935,                0.23641,                0.83518,                0.95886,                0.97959,                 0.9896,                0.93994,                0.36929,                0.26313,                0.85851,              0.0003764,              0.0003764,              0.0003764
                    248,                0.29405,                0.22045,                0.81806,                0.98855,                0.94898,                0.98964,                0.93694,                0.37772,                0.26934,                0.85901,              0.0003698,              0.0003698,              0.0003698
                    249,                0.30654,                0.22118,                0.83347,                0.99562,                0.94898,                0.98963,                0.94045,                0.36365,                0.26987,                0.85222,              0.0003632,              0.0003632,              0.0003632
                    250,                0.30288,                0.22311,                0.83445,                 0.9504,                 0.9898,                0.98994,                0.93473,                0.37153,                0.25888,                0.85196,              0.0003566,              0.0003566,              0.0003566
                    251,                0.28842,                0.21318,                0.83551,                0.96953,                0.97959,                0.99015,                0.93285,                0.38533,                0.25531,                0.85819,                0.00035,                0.00035,                0.00035
                    252,                0.30696,                0.21578,                0.84205,                 0.9699,                0.98642,                0.99016,                0.93458,                0.37916,                0.25876,                0.86196,              0.0003434,              0.0003434,              0.0003434
                    253,                0.31405,                0.22435,                0.84358,                0.96903,                0.97959,                0.98994,                0.93423,                0.39364,                0.27634,                0.86717,              0.0003368,              0.0003368,              0.0003368
                    254,                0.30618,                0.21947,                0.83332,                0.96743,                0.97959,                0.98945,                0.93501,                0.39011,                0.27137,                0.86294,              0.0003302,              0.0003302,              0.0003302
                    255,                0.31872,                0.22641,                0.84883,                0.97957,                0.97845,                 0.9897,                0.93341,                0.38511,                0.26531,                0.86295,              0.0003236,              0.0003236,              0.0003236
                    256,                0.30161,                0.22951,                0.83602,                0.96968,                0.97902,                0.98887,                 0.9271,                0.40169,                0.27889,                0.86582,               0.000317,               0.000317,               0.000317
                    257,                0.30017,                0.22207,                0.85043,                0.95739,                 0.9898,                0.98851,                0.92648,                0.38282,                0.27632,                0.85983,              0.0003104,              0.0003104,              0.0003104
                    258,                0.29693,                0.21168,                0.84202,                0.95096,                0.98941,                0.98805,                0.92474,                 0.3861,                0.27177,                 0.8584,              0.0003038,              0.0003038,              0.0003038
                    259,                0.29797,                0.21316,                0.83125,                0.95641,                0.97959,                0.98816,                0.92895,                0.38478,                0.27711,                0.86083,              0.0002972,              0.0002972,              0.0002972
                    260,                0.29903,                0.21023,                0.83322,                0.95691,                 0.9898,                0.98931,                0.93223,                0.37406,                0.26589,                0.85711,              0.0002906,              0.0002906,              0.0002906
                    261,                0.29732,                  0.215,                0.83227,                0.95852,                 0.9898,                0.98916,                0.93431,                0.39825,                0.27913,                0.86608,               0.000284,               0.000284,               0.000284
                    262,                0.29889,                 0.2213,                0.83222,                0.96018,                0.98432,                0.99008,                0.92846,                0.39416,                0.26604,                0.86701,              0.0002774,              0.0002774,              0.0002774
                    263,                0.29835,                0.21702,                0.85021,                0.94057,                 0.9898,                0.99014,                0.93083,                0.39169,                0.26712,                0.86506,              0.0002708,              0.0002708,              0.0002708
                    264,                0.29065,                0.21131,                0.83033,                0.97907,                0.95465,                0.98922,                0.92735,                 0.3856,                0.26404,                0.86427,              0.0002642,              0.0002642,              0.0002642
                    265,                0.27913,                 0.1999,                 0.8212,                0.96033,                0.98805,                0.98991,                0.93465,                0.38899,                0.25943,                0.86732,              0.0002576,              0.0002576,              0.0002576
                    266,                0.29464,                0.21657,                0.83163,                0.95711,                0.97959,                 0.9896,                0.93149,                0.38224,                0.25296,                0.86404,               0.000251,               0.000251,               0.000251
                    267,                0.28383,                0.21522,                0.83495,                0.95992,                0.97767,                0.98979,                0.93446,                0.39701,                0.26825,                0.86853,              0.0002444,              0.0002444,              0.0002444
                    268,                0.29216,                0.21854,                0.83952,                0.95944,                0.97959,                0.98896,                0.93063,                0.39265,                0.27654,                0.86849,              0.0002378,              0.0002378,              0.0002378
                    269,                0.29834,                0.21404,                0.83399,                0.95957,                0.97959,                0.98875,                0.93312,                0.39213,                0.28676,                0.87057,              0.0002312,              0.0002312,              0.0002312
                    270,                0.29132,                 0.2099,                 0.8366,                0.95993,                0.97778,                0.98823,                0.93047,                0.38409,                0.27834,                0.86517,              0.0002246,              0.0002246,              0.0002246
                    271,                0.29342,                0.21175,                 0.8384,                0.97928,                0.96435,                0.98905,                0.93201,                 0.3849,                0.27235,                0.86412,               0.000218,               0.000218,               0.000218
                    272,                0.28369,                0.20509,                0.82231,                0.96917,                0.96939,                0.98871,                0.93066,                0.38148,                0.26898,                0.86396,              0.0002114,              0.0002114,              0.0002114
                    273,                0.28612,                0.21288,                0.84383,                0.96938,                0.96926,                0.98883,                0.93668,                0.37901,                0.26839,                0.86035,              0.0002048,              0.0002048,              0.0002048
                    274,                0.28948,                 0.2009,                0.82478,                0.96861,                0.96939,                0.98921,                0.93514,                0.37622,                0.26475,                0.86189,              0.0001982,              0.0001982,              0.0001982
                    275,                0.27789,                0.20559,                0.82658,                0.96937,                0.96892,                 0.9893,                0.93714,                0.38013,                0.26416,                0.86518,              0.0001916,              0.0001916,              0.0001916
                    276,                0.27539,                0.19308,                0.82621,                0.96746,                0.96939,                0.98978,                0.93334,                0.38818,                0.26122,                 0.8675,               0.000185,               0.000185,               0.000185
                    277,                0.29106,                0.20328,                0.83754,                0.96667,                0.96939,                 0.9898,                 0.9332,                 0.3898,                0.25992,                0.86889,              0.0001784,              0.0001784,              0.0001784
                    278,                0.28961,                0.21146,                  0.832,                0.96672,                0.96939,                0.98938,                0.93012,                0.39596,                0.25909,                0.86833,              0.0001718,              0.0001718,              0.0001718
                    279,                0.27738,                0.20724,                0.82497,                0.96675,                0.96939,                0.98947,                0.93326,                 0.3878,                0.25628,                0.86593,              0.0001652,              0.0001652,              0.0001652
                    280,                0.28023,                0.20575,                0.83853,                0.96663,                0.96939,                 0.9901,                0.93811,                0.37656,                0.25342,                0.85975,              0.0001586,              0.0001586,              0.0001586
                    281,                 0.2755,                0.19736,                0.83023,                0.97363,                0.96939,                0.98996,                0.93407,                0.38251,                0.25239,                0.86548,               0.000152,               0.000152,               0.000152
                    282,                0.28886,                0.20323,                0.83316,                0.96908,                0.96939,                0.99006,                0.93618,                0.38189,                0.25799,                 0.8652,              0.0001454,              0.0001454,              0.0001454
                    283,                0.26676,                0.18913,                0.83013,                0.96918,                0.96939,                0.99093,                0.93501,                0.38684,                0.25042,                 0.8647,              0.0001388,              0.0001388,              0.0001388
                    284,                0.27849,                0.20143,                0.83688,                0.96441,                0.96939,                0.99055,                0.94227,                 0.3722,                0.24564,                0.86003,              0.0001322,              0.0001322,              0.0001322
                    285,                0.29075,                0.20464,                0.84087,                0.96547,                0.96939,                0.99002,                0.93429,                0.39712,                0.25311,                0.86515,              0.0001256,              0.0001256,              0.0001256
                    286,                0.27963,                0.19863,                0.82362,                0.97017,                0.96939,                0.99051,                 0.9361,                0.38378,                0.24702,                0.86595,               0.000119,               0.000119,               0.000119
                    287,                0.28317,                0.20663,                0.83995,                0.97452,                0.96939,                0.99039,                0.93268,                0.38617,                0.25217,                0.87042,              0.0001124,              0.0001124,              0.0001124
                    288,                0.27317,                0.19958,                0.82697,                0.97354,                0.96939,                0.99087,                0.94024,                0.38539,                0.25041,                0.86933,              0.0001058,              0.0001058,              0.0001058
                    289,                0.27157,                0.20618,                0.83566,                0.96914,                0.96939,                0.99088,                0.93816,                0.38438,                0.24601,                0.86747,               9.92e-05,               9.92e-05,               9.92e-05
                    290,                0.28308,                 0.2056,                0.84702,                0.96902,                0.96939,                0.99024,                 0.9349,                 0.3794,                0.25211,                0.86632,               9.26e-05,               9.26e-05,               9.26e-05
                    291,                0.24249,                0.17872,                0.80992,                0.96969,                0.97952,                0.99085,                0.93883,                0.38644,                0.24614,                0.87024,                8.6e-05,                8.6e-05,                8.6e-05
                    292,                0.23841,                0.17232,                0.82127,                0.96944,                0.97959,                0.99123,                0.93593,                0.38492,                0.24906,                0.86839,               7.94e-05,               7.94e-05,               7.94e-05
                    293,                0.23781,                 0.1819,                0.81066,                0.96968,                0.97914,                0.99146,                0.94107,                0.38251,                0.25159,                  0.867,               7.28e-05,               7.28e-05,               7.28e-05
                    294,                0.23461,                0.17423,                0.81513,                0.96966,                0.97841,                0.99177,                0.94126,                0.38173,                0.25008,                0.86565,               6.62e-05,               6.62e-05,               6.62e-05
                    295,                0.23382,                0.17656,                0.80497,                  0.977,                0.96939,                0.99137,                0.93891,                0.38832,                0.25177,                 0.8682,               5.96e-05,               5.96e-05,               5.96e-05
                    296,                0.22901,                0.17049,                 0.8024,                0.97695,                0.96939,                0.99126,                0.94059,                0.38346,                0.24889,                0.86769,                5.3e-05,                5.3e-05,                5.3e-05
                    297,                0.24001,                0.17175,                0.80167,                0.97711,                0.96939,                0.99119,                0.94264,                0.37396,                0.24856,                0.86561,               4.64e-05,               4.64e-05,               4.64e-05
                    298,                0.23239,                 0.1707,                0.80072,                0.97727,                0.96939,                0.99093,                0.94607,                0.37329,                 0.2501,                0.86627,               3.98e-05,               3.98e-05,               3.98e-05
                    299,                0.24371,                0.17968,                0.81827,                0.97738,                0.96939,                0.99095,                0.94224,                0.37369,                0.25138,                0.86573,               3.32e-05,               3.32e-05,               3.32e-05
                    300,                0.21557,                0.16415,                0.79718,                0.97749,                0.96939,                 0.9908,                0.93685,                 0.3751,                0.25042,                0.86469,               2.66e-05,               2.66e-05,               2.66e-05
